番組ID,番組分類,ゲーム種別,番組名,バングミメイ,番組名補,バングミメイホ,放映話数,年齢制限,放映開始日
7608,"ゲーム","アドベンチャー","サクラ大戦V~さらば愛しき人よ~","サクラタイセンファイブサラバイタオシキヒトヨ","","","","","2005-07-07"
5273,"ゲーム","","サクラ大戦4~恋せよ乙女~","サクラタイセンフォーコイセヨオトメ","","","","","2002-03-21"
6698,"ゲーム","","サクラ大戦物語~ミステリアス巴里~","サクラタイセンモノガタリミステリアスパリ","","","","","2004-03-18"
7072,"オリジナルビデオアニメーション","","サクラ大戦 ル・ヌーヴォー・巴里","サクラタイセンルヌーヴォーパリ","","","3","","2004-10-20"
1574,"オリジナルビデオアニメーション","","桜通信","サクラツウシン","","","6","","1997-05-21"
3781,"ゲーム","育成・恋愛シミュレーション","桜通信","サクラツウシン","","","","","1998-10-01"
11522,"ゲーム","アドベンチャー","さくらテイル","サクラテイル","","","","18才以上","2009-10-30"
16696,"テレビアニメーション","","桜Trick","サクラトリック","","","26","","2014-01-10"
18155,"ゲーム","アドベンチャー","さくらにかげつ","サクラニカゲツ","","","","18才以上","2015-07-24"
13776,"ゲーム","アドベンチャー","サクラノート~いまにつながるみらい~","サクラノートイマニツナガルミライ","","","","全年齢","2009-11-05"
14417,"ゲーム","アドベンチャー","桜ノーリプライ","サクラノーリプライ","","","","18才以上","2012-05-25"
18083,"ゲーム","アドベンチャー","サクラノ詩 -櫻の森の上を舞う-","サクラノウタサクラノモリノウエヲマウ","","","","18才以上","2015-10-23"
16139,"ゲーム","アドベンチャー","サクラノ詩~春ノ雪~","サクラノウタハルノユキ","","","","","2008-09-26"
13086,"ゲーム","その他","さくらのしっぽ~さくらテイルファンディスク~","サクラノシッポサクラテイルファンディスク","","","","18才以上","2010-11-26"
13338,"ゲーム","アドベンチャー","サクラの空と、君のコト-Sweet Petals For My Dear-","サクラノソラトキミノコトスウィートペタルスフォーマイディア","","","","18才以上","2011-05-20"
18791,"ゲーム","アドベンチャー","サクラノモリ†ドリーマーズ","サクラノモリドリーマーズ","","","","18才以上","2016-05-27"
12934,"ゲーム","アドベンチャー","さくらビットマップ","サクラビットマップ","","","","18才以上","2010-09-24"
17028,"ゲーム","アドベンチャー","桜舞う乙女のロンド ~あなたと見る冬桜~","サクラマウオトメノロンドアナタトミルフユザクラ","","","","18才以上","2014-03-28"
11977,"ゲーム","アドベンチャー","桜待坂Stories vol.1","サクラマチザカストーリーズボリュームワン","","","","18才以上","2004-07-30"
10163,"ゲーム","アドベンチャー","サクラメント~月ノ視ル夢~","サクラメントツキノミルユメ","","","","","2007-04-06"
541,"テレビアニメーション","","さくらももこ劇場 コジコジ","サクラモモコゲキジョウコジコジ","","","100","","1997-10-04"
815,"劇場用アニメーション","","さくらももこワールド ちびまる子ちゃん わたしの好きな歌","サクラモモコワールドチビマルコチャンワタシノスキナウタ","","","1","","1992-12-19"
4967,"ゲーム","育成・恋愛シミュレーション","さくらんぼ海岸","サクランボカイガン","","","","","2000-06-30"
10461,"ゲーム","アドベンチャー","さくらんぼシュトラッセ","サクランボシュトラッセ","","","","","2008-08-29"
569,"オリジナルビデオアニメーション","","THE COCKPIT","ザコクピット","","","3","","1994-01-21"
7653,"ゲーム","アドベンチャー","THE GOD OF DEATH","ザゴッドオブデス","","","","18才以上","2005-07-29"
8134,"テレビアニメーション","","ザ・サード~蒼い瞳の少女~","ザサード","","","24","","2006-04-14"
13284,"ゲーム","アクションロールプレイング","The 3rd Birthday","ザサードバースデイ","","","","17才以上","2010-12-22"
542,"テレビアニメーション","","サザエさん","サザエサン","","","","","1969-10-05"
9052,"ドラマ","","サザエさん","サザエサン","","","","","1981-04-01"
9834,"ドラマ","","佐々木夫妻の仁義なき戦い","ササキフサイノジンギナキタタカイ","","","","","2008-01-20"
15613,"テレビアニメーション","","ささみさん@がんばらない","ササミサンガンバラナイ","","","12","","2013-01-11"
8114,"テレビアニメーション","","砂沙美☆魔法少女クラブ","ササミマホウショウジョクラブ","","","26","","2006-04-13"
2217,"オリジナルビデオアニメーション","","ザ・サムライ","ザサムライ","","","1","","1987-11-01"
11783,"テレビアニメーション","","ささめきこと","ササメキコト","","","13","","2009-10-08"
544,"オリジナルビデオアニメーション","","3×3EYES","サザンアイズ","","","4","","1991-07-25"
4264,"ゲーム","アドベンチャー","3×3EYES ~吸精公主~","サザンアイズキュウセイコウシュ","","","","","1995-08-11"
3101,"オリジナルビデオアニメーション","","3×3EYES ~聖魔伝説~","サザンアイズセイマデンセツ","","","3","","1995-07-25"
4155,"ゲーム","アドベンチャー","3×3EYES~転輪王幻夢~","サザンアイズテンリンオウゲンム","","","","","1998-08-06"
14656,"その他","","THE・サンデー","ザサンデー","The Sunday","ザサンデー","","","1989-10-01"
14890,"その他","","TheサンデーNEXT","ザサンデーネクスト","","","","","2008-10-05"
570,"テレビアニメーション","","THE SIMPSONS","ザシンプソンズ","","","","",\N
10422,"ドラマ","","ザ・スーパー・ガール","ザスーパーガール","","","51","","1979-04-02"
545,"テレビアニメーション","","さすがの猿飛","サスガノサルトビ","","","69","","1982-10-17"
546,"テレビアニメーション","","サスケ","サスケ","","","29","","1968-09-03"
2891,"オリジナルビデオアニメーション","","The Spirit of Wonder チャイナさんの憂鬱","ザスピリットオブワンダーチャイナサンノユウウツ","","","1","","1992-06-03"
1013,"テレビアニメーション","","ザ・スフェリックス","ザスフェリックス","","","12","","2002-06-07"
14944,"ドラマ","","さすらい刑事旅情編II","サスライケイジリョジョウヘンツー","","","","","1989-10-11"
547,"テレビアニメーション","","さすらいの少女ネル","サスライノショウジョネル","","","26","","1979-10-25"
548,"テレビアニメーション","","さすらいの太陽","サスライノタイヨウ","","","26","","1971-04-08"
12047,"ゲーム","ロールプレイング","THE SEVENTH SEAL~第七封印~","ザセブンスシールダイナナフウイン","","","","","2002-09-00"
4545,"テレビアニメーション","","The Soul Taker~魂狩~","ザソウルテイカー","","","13","","2001-04-04"
3124,"劇場用アニメーション","","さだ おばさん","サダオバサン","","","1","","1994-09-24"
5701,"ラジオ","","佐竹雅昭の覇王塾","サタケマサアキノハオウジュク","","","","","1993-10-10"
12849,"ラジオ","","佐竹雅昭の覇王塾F","サタケマサアキノハオウジュクエフ","","","","","1996-04-00"
4017,"ゲーム","","ザ・タワー","ザタワー","","","","","1996-03-01"
18364,"ゲーム","オンラインRPG","THE TOWER OF PRINCESS","ザタワーオブプリンセス","","","","","2015-08-27"
17625,"ゲーム","アドベンチャー","幸の天秤","サチノテンビン","","","","18才以上","2014-10-31"
4589,"オリジナルビデオアニメーション","","THE CHOCOLATE PANIC PICTURE SHOW","ザチョコレートパニックピクチャーショウ","","","1","","1985-10-21"
12346,"スポーツ番組","","サッカークラブチーム世界一決定戦トヨタカップ","サッカークラブチームセカイイチケッテイセントヨタカップ","","","","","2004-00-00"
549,"テレビアニメーション","","サッカーフィーバー","サッカーフィーバー","","","50","","1994-04-04"
13839,"ドラマ","","雑居時代","ザッキョジダイ","","","","","1973-10-03"
13498,"テレビ特撮","","ざっくり戦士ピラメキッド","ザックリセンシピラメキッド","","","","","2010-04-23"
18227,"ゲーム","","サツコイ~悠久なる恋の歌~","サツコイユウキュウナルコイノウタ","","","","18才以上","2014-08-29"
2501,"劇場用アニメーション","","殺人切符は♡(ハート)色","サツジンキップハハートイロ","","","1","","1990-02-03"
17790,"ドラマ","","殺人偏差値70","サツジンヘンサチナナジュウ","","","1","","2014-07-02"
15992,"劇場用アニメーション","","ザッツはなかっぱミュージカル パンとごはん、どっちなの!?","ザッツハナカッパミュージカルパントゴハンドッチナノ","","","1","","2013-04-12"
13631,"イベント/舞台/公演","","札幌商工会議所創立100周年 こども未来博 2006","サッポロショウコウカイギショソウリツヒャクシュウネンコドモミライハクニセンロク","エキサイティングサイエンス・エキスポ","エキサイティングサイエンスエキスポ","","","2006-07-29"
10356,"時代劇","","座頭市物語","ザトウイチモノガタリ","","","26","","1974-10-00"
9057,"ラジオ","","佐藤ひろ美のコミデジ","サトウヒロミノコミデジ","","","","","2005-11-05"
8795,"ラジオ","","佐藤裕美のヒロミデンパ","サトウヒロミノヒロミデンパ","","","","","2004-10-01"
8186,"Webラジオ","","佐藤利奈のあの空で逢えたら","サトウリナノアノソラデアエタラ","","","","","2004-10-07"
